City,Description,Temperature_F,Feels_Like_F,Minimun_Temp_F,Maximum_Temp_F,Temperature_C,Feels_Like_C,Minimum_Temp_C,Maximum_Temp_C,Pressure,Humidty,Wind_Speed,Time_of_Record,Sunrise_Local_Time,Sunset_Local_Time
Calgary,heavy shower snow,33.03,21.79,31.41,34.65,0.57,-5.67,-0.33,1.47,1012,91,8.23,2025-04-12 12:21:54,2025-04-12 00:46:50,2025-04-12 14:26:45
Calgary,light shower snow,34.0,22.73,32.41,35.02,1.11,-5.15,0.23,1.68,1014,89,8.75,2025-04-12 12:00:00,2025-04-12 00:46:50,2025-04-12 14:26:45
Calgary,light shower snow,34.18,22.96,32.41,35.65,1.21,-5.02,0.23,2.03,1014,88,8.75,2025-04-12 11:47:18,2025-04-12 00:46:50,2025-04-12 14:26:45
Calgary,clear sky,46.33,42.6,43.77,47.64,7.96,5.89,6.54,8.69,1012,30,3.28,2025-04-11 15:56:14,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,60.33,57.38,57.6,62.02,15.74,14.1,14.22,16.68,1008,28,10.29,2025-04-11 12:00:00,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,60.94,58.15,58.77,62.65,16.08,14.53,14.87,17.03,1008,30,8.94,2025-04-11 11:13:57,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,60.75,57.94,58.59,62.51,15.97,14.41,14.77,16.95,1008,30,5.81,2025-04-11 10:50:49,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,60.98,58.19,59.72,62.65,16.1,14.55,15.4,17.03,1009,30,8.23,2025-04-11 09:55:31,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,60.98,58.19,58.77,62.65,16.1,14.55,14.87,17.03,1009,30,8.23,2025-04-11 09:52:46,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,60.48,57.34,58.59,62.51,15.82,14.08,14.77,16.95,1009,24,6.69,2025-04-11 07:58:57,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,59.92,56.55,58.59,61.41,15.51,13.64,14.77,16.34,1009,20,6.69,2025-04-11 07:45:51,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,56.23,52.92,53.96,58.75,13.46,11.62,12.2,14.86,1009,29,10.29,2025-04-11 04:51:39,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,53.98,50.67,51.75,55.76,12.21,10.37,10.97,13.2,1009,34,6.26,2025-04-11 03:49:21,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,clear sky,52.39,49.17,49.5,53.96,11.33,9.54,9.72,12.2,1009,39,2.68,2025-04-11 02:59:39,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,48.11,44.44,44.96,50.32,8.95,6.91,7.2,10.18,1009,41,3.6,2025-04-11 01:58:38,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,clear sky,45.57,43.02,42.42,47.32,7.54,6.12,5.79,8.51,1008,47,2.24,2025-04-11 00:58:27,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,clear sky,45.36,40.28,42.75,46.65,7.42,4.6,5.97,8.14,1008,49,4.47,2025-04-11 00:45:31,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,49.93,45.63,47.01,51.76,9.96,7.57,8.34,10.98,1006,55,4.92,2025-04-10 21:56:49,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,scattered clouds,50.18,47.3,48.15,51.03,10.1,8.5,8.97,10.57,1005,51,10.37,2025-04-10 20:55:45,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,clear sky,50.59,47.57,47.41,51.75,10.33,8.65,8.56,10.97,1005,47,3.09,2025-04-10 19:58:24,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,clear sky,49.87,47.64,46.42,53.65,9.93,8.69,8.01,12.03,1006,48,2.57,2025-04-10 18:56:08,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,51.03,47.98,48.76,52.72,10.57,8.88,9.31,11.51,1007,46,4.63,2025-04-10 18:00:03,2025-04-11 00:49:00,2025-04-11 14:25:07
Calgary,few clouds,52.81,49.77,48.76,54.64,11.56,9.87,9.31,12.58,1008,42,4.63,2025-04-10 16:54:11,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,scattered clouds,55.02,52.02,51.96,56.01,12.79,11.12,11.09,13.34,1008,38,4.63,2025-04-10 15:58:11,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,overcast clouds,57.74,54.91,55.42,59.02,14.3,12.73,13.01,15.01,1009,36,1.79,2025-04-10 14:56:38,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,overcast clouds,60.13,58.24,58.01,62.96,15.63,14.58,14.45,17.2,1009,51,5.66,2025-04-10 13:56:58,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,overcast clouds,62.8,60.01,60.42,64.65,17.11,15.56,15.79,18.14,1014,26,7.72,2025-04-10 10:21:41,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,58.17,55.0,56.59,59.5,14.54,12.78,13.66,15.28,1017,28,2.24,2025-04-10 07:58:51,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,58.59,55.42,56.59,60.33,14.77,13.01,13.66,15.74,1017,27,4.47,2025-04-10 07:49:50,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,58.75,55.6,56.71,59.74,14.86,13.11,13.73,15.41,1017,27,4.02,2025-04-10 07:39:03,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,58.75,55.6,56.71,59.74,14.86,13.11,13.73,15.41,1017,27,4.02,2025-04-10 07:39:03,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,58.75,55.6,56.71,59.74,14.86,13.11,13.73,15.41,1017,27,4.02,2025-04-10 07:39:03,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,57.18,53.87,54.72,58.95,13.99,12.15,12.62,14.97,1018,27,7.72,2025-04-10 07:27:33,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,57.56,54.34,55.6,58.64,14.2,12.41,13.11,14.8,1018,28,4.47,2025-04-10 07:11:00,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,57.56,54.34,55.6,58.64,14.2,12.41,13.11,14.8,1018,28,4.47,2025-04-10 07:11:00,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,57.13,53.91,54.72,58.64,13.96,12.17,12.62,14.8,1018,29,4.47,2025-04-10 06:59:01,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,54.23,50.76,51.58,56.64,12.35,10.42,10.88,13.69,1019,30,5.66,2025-04-10 05:55:41,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,51.8,48.15,50.72,53.42,11.0,8.97,10.4,11.9,1020,31,0.89,2025-04-10 05:08:23,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,51.8,48.15,49.95,52.77,11.0,8.97,9.97,11.54,1020,31,0.45,2025-04-10 04:55:09,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,51.8,48.15,49.95,52.77,11.0,8.97,9.97,11.54,1020,31,0.45,2025-04-10 04:55:09,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,51.91,48.25,49.95,52.75,11.06,9.03,9.97,11.53,1020,31,0.89,2025-04-10 04:47:13,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,few clouds,46.8,43.99,44.96,48.74,8.22,6.66,7.2,9.3,1022,39,2.57,2025-04-10 03:50:28,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,42.42,38.1,39.42,45.75,5.79,3.39,4.12,7.64,1022,47,3.09,2025-04-10 02:57:29,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,37.29,33.62,35.02,39.74,2.94,0.9,1.68,4.3,1023,58,2.06,2025-04-10 01:57:14,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,35.74,30.88,33.03,37.96,2.08,-0.62,0.57,3.31,1022,60,2.57,2025-04-10 01:04:10,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,clear sky,40.8,34.99,36.95,43.16,4.89,1.66,2.75,6.2,1021,51,4.12,2025-04-09 20:18:13,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,broken clouds,41.18,37.85,36.77,43.59,5.1,3.25,2.65,6.44,1021,50,2.24,2025-04-09 18:00:00,2025-04-10 00:51:10,2025-04-10 14:23:29
Calgary,few clouds,43.7,38.08,40.64,45.03,6.5,3.38,4.8,7.24,1020,46,4.63,2025-04-09 16:52:42,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,45.34,41.58,41.41,47.03,7.41,5.32,5.23,8.35,1020,44,3.13,2025-04-09 16:00:02,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,46.42,42.4,42.42,48.02,8.01,5.78,5.79,8.9,1019,41,3.58,2025-04-09 15:27:53,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,46.42,42.4,42.42,48.02,8.01,5.78,5.79,8.9,1019,41,3.58,2025-04-09 15:27:53,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,scattered clouds,55.9,52.84,52.77,57.33,13.28,11.58,11.54,14.07,1014,35,4.47,2025-04-09 08:52:31,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,55.35,51.89,53.42,57.42,12.97,11.05,11.9,14.12,1014,28,6.17,2025-04-09 07:56:47,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,55.04,51.57,52.16,56.95,12.8,10.87,11.2,13.86,1014,28,5.81,2025-04-09 07:02:55,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,54.81,51.3,52.16,56.75,12.67,10.72,11.2,13.75,1013,28,5.36,2025-04-09 06:56:36,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,scattered clouds,52.99,49.39,50.76,54.64,11.66,9.66,10.42,12.58,1013,30,5.66,2025-04-09 05:49:28,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,scattered clouds,52.18,48.42,50.59,53.55,11.21,9.12,10.33,11.97,1013,28,5.66,2025-04-09 05:31:36,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,51.4,47.7,49.59,52.41,10.78,8.72,9.77,11.34,1013,31,7.72,2025-04-09 05:05:21,2025-04-09 00:53:20,2025-04-09 14:21:50
Calgary,broken clouds,51.85,48.24,49.95,52.75,11.03,9.02,9.97,11.53,1004,32,6.69,2025-04-08 08:49:44,2025-04-08 00:55:32,2025-04-08 14:20:12
Calgary,broken clouds,50.59,47.05,48.42,51.96,10.33,8.36,9.12,11.09,1004,36,7.6,2025-04-08 07:55:05,2025-04-08 00:55:32,2025-04-08 14:20:12
Calgary,broken clouds,50.58,47.07,49.01,52.65,10.32,8.37,9.45,11.47,1004,37,7.2,2025-04-08 07:43:33,2025-04-08 00:55:32,2025-04-08 14:20:12
Calgary,broken clouds,50.34,46.9,49.01,51.66,10.19,8.28,9.45,10.92,1004,39,7.2,2025-04-08 07:32:33,2025-04-08 00:55:32,2025-04-08 14:20:12
Calgary,broken clouds,50.34,46.9,49.01,51.66,10.19,8.28,9.45,10.92,1004,39,7.2,2025-04-08 07:32:33,2025-04-08 00:55:32,2025-04-08 14:20:12
